year;age;sex;maritl;race;education;jobclass;health;health_ins;logwage;wage
2007;41;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.83;125.53
2007;25;Male;Never Married;Other; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.53;92.9
2005;24;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.28;72.15
2006;24;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.78;118.88
2008;51;Male;Married;White; HS Grad; Information;Regular o Mala; No;4.26;70.48
2004;41;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.85;127.12
2009;42;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2005;30;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.48;87.98
2009;55;Male;Married;Asian;  < HS Grad; Industrial;Muy Buena o Excelente; No;4;54.6
2008;23;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.43;84.05
2003;60;Male;Divorced;White; College Grad; Information;Muy Buena o Excelente; No;4.45;85.38
2003;40;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.95;141.78
2008;41;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.71;110.78
2003;80;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.38;79.85
2005;53;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.58;97.49
2004;40;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;5.15;171.77
2009;35;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.92;137.48
2009;55;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;4.32;75.36
2008;24;Male;Never Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.3;73.78
2007;39;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5;148.41
2003;30;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.56;95.23
2005;68;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.48;87.98
2004;54;Male;Married;Black; HS Grad; Information;Regular o Mala; Yes;4.7;109.83
2008;27;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.4;81.28
2005;34;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2004;53;Male;Married;White; Advanced Degree; Information;Regular o Mala; Yes;4.85;127.12
2004;48;Male;Married;Black; Advanced Degree; Information;Muy Buena o Excelente; No;4.45;85.38
2005;59;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2004;30;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.78;118.88
2007;45;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.1;163.52
2007;39;Male;Married;Other; College Grad; Information;Regular o Mala; Yes;4.65;104.92
2008;45;Male;Married;Asian; College Grad; Industrial;Regular o Mala; No;4.6;99.69
2003;30;Male;Never Married;Black; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.93;138.3
2005;57;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.18;176.99
2004;53;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.92;136.88
2009;42;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.23;186.88
2005;23;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.51;90.48
2009;58;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.45;85.38
2005;43;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.98;145.14
2003;33;Male;Divorced;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.79;120.59
2004;56;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.62;101.82
2006;37;Male;Married;Black; College Grad; Industrial;Muy Buena o Excelente; No;4.69;108.87
2009;41;Male;Divorced;White; Advanced Degree; Industrial;Muy Buena o Excelente; No;3.65;38.61
2007;33;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.53;92.9
2007;50;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.84;126.32
2003;43;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.26;191.57
2004;53;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.05;155.9
2005;37;Male;Widoed;White; Some College; Information;Muy Buena o Excelente; Yes;4.48;87.98
2006;20;Male;Never Married;Black; Some College; Information;Muy Buena o Excelente; No;4.08;59.1
2003;26;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.3;73.78
2003;29;Male;Divorced;White; College Grad; Information;Muy Buena o Excelente; No;4.51;90.48
2008;57;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.78;118.88
2009;47;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;5.02;151.59
2007;38;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.58;97.49
2006;23;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.22;68.11
2004;31;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2003;33;Male;Married;White; Advanced Degree; Information;Regular o Mala; No;4.72;111.72
2004;48;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.85;127.12
2008;33;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.48;87.98
2009;52;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2008;30;Male;Never Married;Black; Some College; Information;Muy Buena o Excelente; No;4.25;69.79
2004;44;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2004;38;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.85;127.27
2008;51;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;5.08;160.64
2007;47;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;5.15;171.77
2005;28;Male;Married;White; College Grad; Information;Regular o Mala; Yes;4.95;141.78
2004;52;Male;Divorced;White; Some College; Information;Muy Buena o Excelente; Yes;4.75;115.38
2004;23;Male;Never Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.28;72.15
2003;65;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.3;73.78
2005;27;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.12
2004;33;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;3.04;20.93
2008;49;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.38;79.85
2008;27;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.63;102.87
2008;48;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; Yes;4.75;115.38
2005;38;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.58;97.49
2008;58;Male;Married;White; Some College; Industrial;Regular o Mala; No;4.65;104.92
2003;40;Male;Married;Asian; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.75;115.38
2007;46;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.54;93.49
2009;53;Male;Married;Black; Some College; Information;Regular o Mala; Yes;4.81;123.09
2009;25;Male;Never Married;Black; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.78;118.88
2003;42;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.57;96.37
2004;40;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.43;84.05
2006;35;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2005;50;Male;Separated;White; HS Grad; Information;Regular o Mala; No;4.56;95.23
2004;34;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2009;48;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.63;102.87
2004;49;Male;Married;White; Advanced Degree; Information;Regular o Mala; Yes;4.72;111.72
2009;41;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; No;4.54;94.07
2004;37;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2003;58;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.65;104.92
2006;28;Male;Never Married;Black; HS Grad; Industrial;Regular o Mala; No;4.22;68.11
2003;33;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.86;128.68
2003;50;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.97;143.93
2009;38;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.64;103.9
2003;48;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.52;91.7
2008;30;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.56;95.23
2006;49;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;4.93;138.3
2005;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.78;118.56
2009;50;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2009;58;Male;Married;Asian; College Grad; Information;Regular o Mala; Yes;4.74;114.48
2004;45;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.01;150.01
2005;44;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.58;97.49
2005;35;Male;Divorced;White; College Grad; Information;Regular o Mala; No;4.51;90.48
2005;59;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.4;81.28
2009;45;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.88;130.98
2004;51;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;5.02;150.96
2006;61;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.88;130.98
2008;45;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.98;145.14
2003;34;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.51;90.48
2007;33;Male;Married;White; College Grad; Information;Regular o Mala; No;4.73;113.57
2005;45;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.48;87.98
2009;50;Male;Never Married;White; Advanced Degree; Information;Regular o Mala; Yes;5.06;157.7
2006;50;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2005;39;Male;Married;White; Some College; Information;Regular o Mala; No;4.43;84.05
2009;26;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.08;160.64
2007;49;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;3.87;47.91
2003;20;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.08;59.1
2003;31;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.4;81.28
2007;49;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.48;87.98
2007;56;Male;Never Married;Black; HS Grad; Industrial;Regular o Mala; Yes;4.48;87.98
2005;61;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.97;143.81
2005;56;Male;Separated;White; HS Grad; Information;Regular o Mala; Yes;4.71;110.78
2009;51;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.78;118.88
2004;42;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.79;120.59
2006;30;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.66;105.38
2005;48;Male;Never Married;White; College Grad; Information;Regular o Mala; No;4.23;69.01
2009;33;Male;Married;White; Advanced Degree; Industrial;Regular o Mala; Yes;4.48;87.98
2007;50;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.49;89.24
2003;31;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.15;171.77
2003;48;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;4.89;133.23
2009;47;Male;Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.53;92.9
2007;45;Male;Married;White; College Grad; Industrial;Regular o Mala; Yes;5;148.41
2009;52;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.79;119.74
2007;46;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2007;47;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; No;4.66;105.93
2007;36;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.65;104.92
2005;51;Male;Married;White; College Grad; Industrial;Regular o Mala; No;4.85;127.12
2008;46;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;5.06;157.7
2004;37;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; No;5;148.41
2005;23;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.18;65.11
2008;43;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.65;104.92
2006;34;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.36;78.39
2008;58;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.94;139.21
2009;44;Male;Never Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;4.72;112.65
2008;61;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.38;79.85
2005;40;Male;Divorced;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2003;37;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.72;111.72
2003;33;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.65;104.92
2004;38;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;5.18;176.99
2006;41;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.6;99.69
2005;30;Male;Married;Black; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.65;104.92
2003;51;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; Yes;4.26;70.82
2003;39;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2006;56;Male;Married;Black; Some College; Information;Muy Buena o Excelente; Yes;4.85;127.12
2007;44;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.58;97.49
2005;51;Male;Divorced;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.7;109.83
2006;35;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.32;75.2
2009;27;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.18;65.11
2003;47;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.99;146.46
2007;51;Male;Married;Asian; Some College; Information;Regular o Mala; No;4.4;81.28
2006;41;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.85;127.12
2005;63;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.3;73.78
2009;61;Male;Never Married;White; HS Grad; Information;Regular o Mala; No;4.18;65.11
2004;46;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.6;99.69
2009;33;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.38;79.85
2009;35;Male;Separated;White;  < HS Grad; Information;Regular o Mala; No;4.3;73.78
2003;28;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.48;87.98
2007;50;Male;Married;Asian; Some College; Industrial;Muy Buena o Excelente; No;4.78;118.88
2008;23;Male;Married;White; College Grad; Industrial;Regular o Mala; No;4.78;118.88
2004;45;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.67;106.92
2007;63;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.61;100.01
2006;59;Male;Married;Black; Some College; Information;Regular o Mala; Yes;4.69;108.87
2005;30;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2003;30;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.75;115.38
2007;45;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.88;130.98
2005;42;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.38;79.85
2009;57;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.67;106.92
2003;52;Male;Divorced;White; Some College; Industrial;Regular o Mala; No;3.13;22.96
2003;54;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.75;115.18
2005;30;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.64;103.9
2003;47;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.22;184.47
2003;47;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.6;99.69
2008;39;Male;Never Married;White; College Grad; Industrial;Regular o Mala; Yes;4.86;128.68
2005;50;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.48;87.98
2003;47;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4;54.6
2004;45;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.6;99.69
2007;44;Male;Married;White;  < HS Grad; Information;Muy Buena o Excelente; Yes;4.78;118.88
2003;52;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.52;92.16
2004;42;Male;Married;White; College Grad; Industrial;Regular o Mala; No;4.85;127.12
2004;18;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;3.73;41.7
2006;56;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.7;109.83
2004;50;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; No;4.41;82.68
2006;53;Male;Never Married;White; Some College; Information;Regular o Mala; No;4.6;99.69
2009;38;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.18;176.99
2004;27;Male;Never Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.43;84.05
2004;56;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;5.1;163.52
2003;50;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.4;81.28
